uniprot_acc	M-D MOCK PBMCB	M-D MCM PBMCB	M-K MOCK PBMCB	M-K MCM PBMCB	P-A MOCK PBMCB	P-A MCM PBMCB	P-W MOCK PBMCB	P-W MCM PBMCB	all MOCK PBMCB	all MCM PBMCB	M-D MOCK TIBC	M-D MCM TIBC	M-K MOCK TIBC	M-K MCM TIBC	P-A MOCK TIBC	P-A MCM TIBC	P-W MOCK TIBC	P-W MCM TIBC	all MOCK TIBC	all MCM TIBC
O15397	-3.275704280968485	-3.374074861306513	-3.2637778722283715	-3.3220174372701403	-3.18009177449601	-3.3580750691807797	-3.37853714489453	-3.4338435893952677	-3.270599964134681	-3.3805062361088263	-3.1156956180489894	-3.223745805200964	-3.174232615000003	-3.459173069353006	-3.419752686885221	-3.5991911809873427	-3.1918668928166443	-3.468443482655749	-3.250032797625777	-3.3953370227375284
O15400	-3.465064981326406	-3.410564475824539	-3.34326510962915	-3.261754844555452	-3.2771265630498334	-3.2029948918076956	-3.444476724212944	-3.22955989569856	-3.3602908211607123	-3.251241873318293	-3.660655752323154	-3.536207940818176	-3.4547937918136093	-3.3392903202471755	-3.11579423582208	-2.9773010678633725	-3.316061590768279	-3.145904294818147	-3.455449456307431	-3.3534756660345737
O15417	-3.559776586873289	-3.5518545127100065	-3.2171068972193497	-3.4317398068798832	-3.1083770453518724	-3.104490143673688	-3.2703941767513864	-3.2793231236845517	-3.2957409398787836	-3.4894328749742254	-3.3994477506353613	-3.3700114996537898	-3.240076018887506	-3.334607395160183	-3.3700393025360924	-3.230210144341536	-3.2756438003364505	-3.237869342082182	-3.3910416725812755	-3.385628723592892
O15427	-3.395871039241373	-3.286071989486585	-3.348192596538743	-3.063267892066687	-3.111859652600144	-3.08786470851594	-3.7586087217835584	-3.712743987591733	-3.4575936973455352	-3.1820606512733667	-3.0802324522395237	-2.9932910486623876	-3.7076934537986417	-3.312627094171271	-4.09968313927718	-3.750746208955034	-2.8388077157259293	-2.989134092876764	-3.618948493630582	-3.3325533438866133
O15439	-3.6546305729925512	-3.5480620477115887	-3.3616642133895134	-3.1327211164532396	-3.3445949961090804	-3.191688965481951	-3.4626545433304163	-3.2544793614002954	-3.2750804939818696	-3.093886574358662	-3.5994428516332095	-3.296446091122131	-3.281247311906237	-3.00795821767922	-3.605026709933008	-3.260569603297191	-3.2641541762340913	-3.0354567072055456	-3.6089178489960454	-3.4111152878693427
O15446	-3.3287932951568275	-3.4500855150713012	-3.2403026684740635	-3.353288271353734	-3.214509305409071	-3.3412730072378176	-3.3696784893423284	-3.3948370479170427	-3.1975913078750993	-3.349761870928783	-3.23874983378994	-3.3743227228437966	-3.0337263285517815	-3.23831716145536	-3.4667230339553106	-3.4189196420583996	-3.3294540505012424	-3.3715364013375497	-3.271043607390539	-3.5409493028683574
O15498	-3.204019961298161	-3.254348836031289	-3.3315788538444115	-3.3776714929579423	-3.3891479871968575	-3.437642213812449	-3.327245543377527	-3.263077446587474	-3.319521930637565	-3.3299940143325797	-3.250407450329198	-3.3508660500959575	-3.3107049582831065	-3.320779174663656	-3.3337185195533325	-3.4578973527803276	-3.312065460536438	-3.289340183362923	-3.288170932681883	-3.314546159353009
O15504	-3.2655881676511083	-3.395872629388119	-3.176675559054939	-3.4201175479325747	-3.402420929216711	-3.4072623563157047	-3.2722082844157057	-3.3291453340435018	-3.2331348210195805	-3.339118665031807	-3.301743305542983	-3.341709886802521	-3.380308527352158	-3.275216922171138	-3.278334843385988	-3.2586897500137004	-3.366890456900716	-3.2737397938097645	-3.3541895458746147	-3.396495988685747
O15511	-3.2760594265134224	-3.1792151704012053	-3.3417221156693184	-3.4050408964760894	-3.4363850430677116	-3.562415704704897	-3.185402766445363	-3.1538699642512125	-3.3802808054606355	-3.351110648791394	-3.212439435058368	-3.1857178596913807	-3.410802547690478	-3.551979726767856	-3.2343646566082693	-3.087681860719145	-3.393649492063972	-3.601186415974151	-3.3130753777910176	-3.309371250378005
O15514	-3.3405143960182815	-3.205917745143279	-3.3334287487179326	-3.458081200819235	-3.227423958731108	-3.398120648381639	-3.2248680811125463	-3.417630985143365	-3.259792749116121	-3.3787334126260333	-3.3343150701157267	-3.276158325553519	-3.1794971206617317	-3.3053433999556363	-3.533897691884916	-3.604300770030619	-3.2199913100731568	-3.2332163976124315	-3.226595694335912	-3.3652026767990817
O15519	-3.373137539210726	-3.682156331508606	-3.562282817629517	-2.9217935214424333	-3.4239658473483825	-3.2353425917518748	-3.1773781777295356	-3.098859306012119	-3.312398719464132	-3.613755176228036	-4.044475523678604	-3.195543585195874	-3.348754914612853	-2.6693985979389656	-4.762448835665187	-3.359905884564883	-3.9816128646523783	-3.0823072171601877	-3.283990158633987	-2.6747313034988514
O15523	-3.152160775679189	-3.217175501836925	-3.3694228686982575	-3.3727212592296514	-3.286052276493169	-3.405928361161176	-3.4328747376770674	-3.4966146803891234	-3.2367855160798005	-3.2856814141736623	-3.1829831007101927	-3.166115378696414	-3.09325473542416	-3.2722156794919477	-3.746682654047273	-3.728836432551411	-3.2013108595661666	-3.391722107210573	-3.256304761405216	-3.333048617167174
O15530	-3.28326905423801	-3.3274752989752394	-3.403133656336092	-3.3406115493667627	-3.3276033031511227	-3.242623255625709	-3.320632528297019	-3.2500297358420096	-3.3830776714183215	-3.3493114411180405	-3.253776303028793	-3.324386322371818	-3.391363755768986	-3.3042033964813107	-3.302077696271513	-3.3785481548645837	-3.2992363327191865	-3.297306178779072	-3.375006571863851	-3.2995313303637817
O15533	-3.268460650389902	-3.085304387353781	-3.4197668909270553	-3.185848342611296	-3.906619718198715	-3.585821504375999	-3.185266927987284	-3.01720056643363	-3.4939000695352687	-3.280875636926764	-3.496960934291054	-3.2858155172546395	-3.53224701788174	-3.061175388376172	-3.4134729976710423	-3.1859128921703435	-3.641154141825681	-3.3090867302936973	-3.327664950151729	-3.079964951926519
O15541	-3.315112399347308	-3.237113406954911	-3.235499676377072	-3.374587852722295	-3.2912905568088653	-3.3886633811117557	-3.3872228183252124	-3.438826495784999	-3.2318095481696063	-3.3361623845998905	-3.262381520554148	-3.323082165489871	-3.2195218077828724	-3.305206785010972	-3.649657511319454	-3.5540915435108733	-3.1986673565685826	-3.1541381069487975	-3.2445678666599735	-3.384314935177194
O15550	-3.255224088132249	-3.3279088668797616	-3.4460236705015044	-3.274145175932767	-3.1753679719239503	-3.3084173913430455	-3.3242276860464264	-3.340279233234803	-3.552487941701187	-3.2499545682962836	-3.1802002930872546	-3.3613926522139037	-3.3543238831336426	-3.4002818557128713	-3.36762443349209	-3.3970668049775665	-3.163885701963503	-3.309045701336911	-3.374260540934454	-3.3340468834721357
O15554	-3.631574657573899	-3.3455637090332564	-3.4582750325994676	-3.2562454957766707	-3.090827410184696	-3.281791596262308	-3.5151010922721575	-3.1490019638803157	-3.278395404351675	-3.2956069145669806	-3.5626807945028034	-3.2089528236615883	-3.048606138346819	-2.9639223489946462	-3.3725339702386457	-3.14264387117718	-3.931915393834126	-3.8371708465238856	-3.2381104108252283	-3.225058600290843
O43143	-3.380580880727646	-3.4063059258399795	-3.3228612579840715	-3.264973607059699	-3.222670195281169	-3.1973679167446227	-3.4097508694885525	-3.417239740533214	-3.315759921818857	-3.3013957414752557	-3.364014487860644	-3.3747153296174437	-3.2580115322196344	-3.165536722974147	-3.548651873289813	-3.513103793542076	-3.188376611575468	-3.171852954010299	-3.3394002924083757	-3.3513132802900527
O43148	-3.379513717322058	-3.4127002244546647	-3.4577299417984775	-3.441663854224129	-3.2816256174487597	-3.0879863192405854	-3.322009406396035	-3.298129038544171	-3.3518768126394063	-3.225417808448619	-3.3980661740633096	-3.304073504637735	-3.366568470993667	-3.1082133046556386	-3.444232152283067	-3.3285621859826433	-3.3713238456910544	-3.1035642755564834	-3.5230733070025995	-3.3277012889504087
O43149	-3.24508562569788	-3.2897741806775715	-3.270786513750963	-3.3306153253674946	-3.2318786131283685	-3.3805332118927227	-3.378820423345813	-3.430729208497253	-3.301506270486275	-3.373135200895958	-3.2690185723112615	-3.3004113625122127	-3.328224494900737	-3.3875173719074856	-3.3738229076494557	-3.4428340407379143	-3.242706694398197	-3.3194485936491382	-3.268273485994664	-3.2989115119770345
O43156	-3.3744518074669956	-3.6277549913913703	-3.19460976934369	-3.1797549070827853	-3.216039682696411	-3.266062954686187	-3.377819172172019	-3.4939422599821937	-3.22304688038068	-3.329505842530992	-3.196870138650772	-3.2827164384180465	-3.160311363808594	-3.38618607187644	-3.5457269208725695	-3.670693525177464	-3.152024525513371	-3.29901619522378	-3.27182933567605	-3.3378439380164173
O43159	-3.402709801628308	-3.4214966572050267	-3.268971621817947	-3.3441736480971813	-3.357018218944853	-3.3043811264460956	-3.2548040221731735	-3.328126041499467	-3.241504170077392	-3.307316303022751	-3.3837416809590977	-3.4039406401415677	-3.107461337710677	-3.1672983274368516	-3.422722695279819	-3.36781941373133	-3.3527542106454087	-3.3024111833331453	-3.338207140909196	-3.409168511147854
O43164	-3.336414402204833	-3.412964855298189	-3.0542003131868776	-3.116479319787022	-3.1044705413062212	-3.553973539797896	-3.5329347998080243	-3.5913927787447006	-3.188003069905044	-3.459192149250492	-3.228760756890576	-3.241237440662078	-3.2189896147699497	-3.8914053836107207	-3.5639242960951987	-3.6330942026856534	-2.854136424656788	-3.62328596326646	-2.9487679150655532	-3.3412209286202925
O43166	-3.28129632246141	-3.2457599362589193	-3.402591287170227	-3.4152149885051117	-3.3048034320419335	-3.2762594249810535	-3.334506847893183	-3.311324574885412	-3.330992978932582	-3.3252794901285245	-3.412735206808415	-3.485772247208395	-3.4913033558478315	-3.4952025310597072	-3.027970301853116	-3.0705680517865614	-3.21635413821564	-3.230362230625775	-3.441137550419586	-3.4519210112732512
O43167	-3.313246532326458	-3.322466052466873	-3.4686252493642047	-3.464062374334413	-3.3297840759644837	-3.167150085137877	-3.234397319705471	-3.403263623184137	-3.213007679294158	-3.3351598577087622	-3.2623450994996546	-3.245548245596681	-3.469659215615472	-3.319089778283323	-3.324903363286378	-3.353168563435185	-3.1566112059613594	-3.118214076558479	-3.604119538986814	-3.431446723881301
O43169	-3.5085977940565796	-3.419542530900087	-3.385006827190698	-3.1951563373447738	-3.4155191090749715	-3.188765181569152	-3.30099303391965	-3.152039725289422	-3.4142262925216844	-3.284579353807591	-3.5424432470662652	-3.406142209764648	-3.49112837845703	-3.1064135037078207	-3.3899713032217287	-2.9857930557541192	-3.445756616104495	-3.233914219608115	-3.4592583336131044	-3.2628037932331178
O43172	-3.2704897864572633	-3.3883306032393534	-3.2980369032766266	-3.3806969397813105	-3.2583501591620387	-3.3067998532668663	-3.3268338139754756	-3.3129557453161116	-3.3326902726157814	-3.349753914908125	-3.273265906397518	-3.3417666299224895	-3.304938310261914	-3.27895046856067	-3.4582620865562586	-3.435205013173619	-3.2864859839652327	-3.227399778821062	-3.2822651826240796	-3.347409344464968
O43175	-3.916643305115206	-3.7226057422306775	-3.5809309756472647	-3.3630950783949523	-3.027828978443134	-2.1647757602692095	-4.141730367655493	-3.896076585581542	-3.5672472505375543	-3.0178021820443814	-3.4745907173175508	-3.19979562263335	-4.091320785988186	-3.133955623771468	-4.1946491400639125	-4.152928730955708	-2.982020779145727	-2.18746545599343	-3.858883555087651	-3.2824794649433366
O43181	-3.359915874574312	-3.108345459976077	-3.579382024038539	-3.438014778672741	-3.531144766714503	-3.0861194717298437	-3.2079529186180227	-3.2799719389582447	-3.4938407561372133	-3.230776592092798	-3.347699732885041	-3.203062412049825	-3.5003746696341644	-3.077382362481089	-3.4685471943464	-3.189073936212735	-3.4919787894407563	-3.100662153455294	-3.6076857360792296	-3.338255373638361
O43189	-3.16570234007103	-3.0286978791247128	-3.539388527050398	-3.6090211262553615	-3.3830262665886304	-3.0975983577312483	-3.070616716320581	-3.1806627965439436	-3.9539215989458407	-3.4494412540453263	-3.3553086551593214	-3.401135802543807	-3.602226981803106	-3.3284554524942496	-3.1155234458480248	-2.9407507053567503	-3.49136641034864	-3.4250784948581665	-3.415220746049134	-3.2603489090027464
O43237	-3.2988503763782524	-3.448876864888389	-3.236878750641318	-3.4782913772561472	-3.213957330548339	-3.503596185401623	-3.127159793633775	-3.2275614004772866	-3.317256586306585	-3.4183865070237873	-3.1548699660899957	-3.4009253128512245	-3.223468362904906	-3.5260507103040126	-3.3513622946415573	-3.4713633498398813	-3.1855901713930894	-3.405765292558805	-3.1814535028572357	-3.37259517558066
O43242	-3.328176446706984	-3.362260723269608	-3.332618050408733	-3.2543534459296684	-3.366741295672047	-3.2408036963644697	-3.3657147413972464	-3.299570094374354	-3.3807256222679567	-3.2958010532617785	-3.354416494821859	-3.3666211530319052	-3.3341848850649445	-3.213795198019967	-3.4014430718833095	-3.4110630734869845	-3.335007846356143	-3.2329059838028393	-3.3212793815455814	-3.262762028132345
O43252	-3.226425265157882	-3.305826551693949	-3.3817697297484752	-3.4144752280597457	-3.2525018884819255	-3.286598526636787	-3.312630852753236	-3.313302897036176	-3.3726775843563095	-3.3642099983653395	-3.2604355844391346	-3.2657132313745403	-3.357280335635305	-3.5146071081347676	-3.449925554502909	-3.37852196485797	-3.1460201715316582	-3.42421409586177	-3.222699122431378	-3.2421110295758497
O43264	-3.3229488718489475	-3.3266261526354275	-3.208934657256451	-3.2439062194631276	-3.315198763954024	-3.444495333658399	-3.384962223975647	-3.3754167894518763	-3.2907786444623186	-3.320466194742677	-3.3072874580035245	-3.33623622753283	-3.1825278546346394	-3.384032264849271	-3.4018739742554027	-3.376072990827569	-3.2814279150375527	-3.3765798847484874	-3.2528460409729267	-3.335333317715013
O43290	-3.269278367835774	-3.2979374812096647	-3.396740938503329	-3.401552006990082	-3.2551598666585586	-3.287338197734191	-3.3503698397945065	-3.3447101265852823	-3.310722057215558	-3.313223729343429	-3.3184271606509266	-3.3231656193259864	-3.1488729467369656	-3.1981052835464747	-3.4826629671565565	-3.461942892570117	-3.302415914975708	-3.300507628358118	-3.338946213998029	-3.3771616006613727
O43292	-3.449514567271772	-3.374869002147052	-3.3111106456064467	-3.1714640070737543	-3.4483215669678597	-3.3372072536698436	-3.3920827513659897	-3.2082162475350393	-3.337716249109684	-3.218971702367191	-3.4131494509757463	-3.363792386039059	-3.410413576030937	-3.247045374766147	-3.437587472669557	-3.181003363905402	-3.4944081941065797	-3.3138071229987305	-3.280118207881573	-3.1226155677427467
O43298	-3.4262248505238664	-3.596573984539523	-3.387444919212818	-3.3501673574551867	-3.1201423596496376	-3.2656560689950025	-3.2224552300563483	-3.159380968424734	-3.319581281292073	-3.434868828397912	-3.471989157246481	-3.3032080458344213	-3.348849727748529	-3.0682453641150467	-3.296027947511952	-3.324536820409377	-3.530472617650907	-3.4004033665995808	-3.2480770212088403	-3.2783458564131247
O43299	-3.346617291940619	-3.26054139267927	-3.3702212947400465	-3.3819903493077748	-3.397927636694426	-3.243270631882131	-3.3207319729295066	-3.2339931210853	-3.3363239079642177	-3.3382810108033945	-3.416815900548514	-3.5665502515433984	-3.344181127094692	-3.2218920171699903	-3.1034838592250606	-3.179606487185609	-3.4614398617488287	-3.372762049782404	-3.274517174424603	-3.3373708371267257
O43303	-3.211421310244728	-3.3706099732064203	-3.2156299647657316	-3.356130410877812	-3.66514680834928	-3.150972713494218	-3.3266196684678793	-3.422428473269973	-3.280352105617755	-3.2824324560205587	-3.2787446979993273	-3.309944865576487	-3.4482207299370886	-3.416582659978042	-3.422385726686054	-3.189590529168719	-3.264796380796496	-3.2664088747620057	-3.3488416074484655	-3.2952786882995597
O43310	-3.47541474209866	-3.5403677579534056	-3.016960601915852	-3.1833724251866866	-3.3586027173495103	-3.2863179530273485	-3.4371390064905216	-3.3412863517461817	-3.37351860420281	-3.2785042897406997	-3.414845737541606	-3.211623548174772	-3.6154862450958336	-3.696314590459553	-3.091730078829798	-3.3820333995510543	-2.9636935761865817	-3.722620131457071	-3.015995344182327	-3.339579128995038
O43314	-3.224635947723137	-3.2165385506271265	-3.3876039643219165	-3.316503885956312	-3.307218098351433	-3.268767271953484	-3.3981866654889545	-3.345533468466128	-3.443584566367782	-3.32773079097401	-3.13837828381525	-3.1368879936787035	-3.493047081742082	-3.489945395387868	-3.3066222457575782	-3.3212680259147205	-3.4022533116472573	-3.339079951097935	-3.383524688374362	-3.2571755402350338
O43318	-3.215706163785567	-3.1888549404794575	-3.3534625089958725	-3.3606389699713963	-3.295089502530305	-3.4281112655582104	-3.286949439853624	-3.293585329188976	-3.3923007693981377	-3.425896549124811	-3.2966360871050817	-3.295946606889902	-3.2860310106586885	-3.386105257671672	-3.341796047301602	-3.373505141927157	-3.221865700257197	-3.4352282000154517	-3.2368858873972353	-3.359573228132894
O43324	-3.2770665185170005	-3.4151234039874354	-3.2573271009290337	-3.2449687252602364	-3.2828679413778525	-3.259468728006843	-3.4377334824091372	-3.436681220714452	-3.310466249887156	-3.3157219979227803	-3.1854460874093693	-3.187850234424253	-3.2493958174939177	-3.1893101886288675	-3.746081740794243	-3.8165443549862688	-3.2728090820938136	-3.13531884161641	-3.3102680245270704	-3.29380370115879
O43325	-3.265042586726552	-3.3526530987425027	-3.7969848698493336	-3.5160268510766888	-3.389102094083179	-3.3532107944186293	-2.9672810233077103	-2.9873719854497645	-3.4208749999588104	-3.3498021664084647	-3.692009036248467	-3.59308376331082	-3.635882891975727	-3.46665591494207	-3.0059867389054924	-2.8753251568037346	-3.6223332933500254	-3.1305830519421667	-3.3587916971828418	-3.1173530239816167
O43353	-3.571059744761931	-3.3533132893825304	-3.4507180250209313	-3.2680289510002987	-3.232376827595669	-3.136530149920828	-3.3464266216526046	-3.218866287644579	-3.329226925881776	-3.359762841378237	-3.3310786064664417	-3.148687190267838	-3.3242289928459177	-3.2127299275194683	-3.513152541342351	-3.3612729835504656	-3.338953661818231	-3.282224864162038	-3.4310803529102065	-3.3083772932148614
O43379	-3.492679103208393	-3.145693766710042	-3.0173503374944706	-3.471922033444909	-3.566768759613006	-3.0521343508863295	-3.3092015343962204	-3.4173918883452497	-3.3111736888848644	-3.567434920297048	-3.14605470872072	-3.3207091673931015	-3.230097096601564	-3.603983120235026	-3.4309369006561456	-3.5146989684154635	-2.9904386839908663	-3.370553651800593	-3.268111983381337	-3.448442803991476
O43390	-3.2659183180303137	-3.3271447265079357	-3.415129093126902	-3.3498399393858262	-3.303315472190853	-3.211356082474516	-3.3957048598978155	-3.3530575085515206	-3.3572655300981284	-3.253604504093845	-3.3449240179581707	-3.3258799661604495	-3.297098674235724	-3.2084388821942813	-3.4478389101759745	-3.408466501296493	-3.29695422790895	-3.177148340197365	-3.3976897743294714	-3.337479424412738
O43395	-3.2709589737515197	-3.3861085801045308	-3.3501210697397537	-3.3973018103914123	-3.2374093386729963	-3.2536881692647732	-3.3389769609916833	-3.3383743700328328	-3.32425985679726	-3.3309967735404182	-3.2636980630790964	-3.3142698374402757	-3.2929989396341295	-3.303034415884646	-3.4348586573591064	-3.451792962531503	-3.233371629686752	-3.225853517208174	-3.348525188619405	-3.369552474653405
O43396	-3.3711093694200343	-3.424073979407262	-3.1100030238817187	-3.4424267859592783	-3.231014856360068	-3.2424840230211487	-3.30586973515829	-3.5110039784260287	-3.2449747355319007	-3.3823806089116544	-3.299973053003164	-3.3540035989030907	-3.1590692609081037	-3.2228177687385298	-3.6407717371747914	-3.7736144909880567	-3.2865752102091363	-3.165165800396194	-3.124783964637825	-3.32608815449787
O43399	-3.3219251538679018	-3.2436094447329293	-3.188355488414848	-3.461687401031493	-3.327026456296505	-3.5424688626949616	-3.237197423555101	-3.310252294704966	-3.2515258489446044	-3.3715454430721796	-3.3123807592292676	-3.2568497237242635	-3.239800183233	-3.297985509251612	-3.5244144571459444	-3.4998107697154497	-3.315395262991319	-3.198646861501107	-3.2403619762608273	-3.3704279450902543
O43402	-3.3739184953026644	-3.2642435153545604	-3.342219420321357	-3.4090246194194997	-3.327523023061678	-3.251926816170847	-3.3073580543590024	-3.2501153316825206	-3.4254133288875512	-3.280213045628636	-3.376425573877332	-3.2944979392770657	-3.4068559819548443	-3.1393336545839254	-3.454679779325172	-3.316426992443326	-3.4596792004592896	-3.211679251341695	-3.3712258824912578	-3.2250535523073753
O43414	-3.4404951322649007	-3.3659360872866166	-3.439294260507728	-3.3623575241294072	-3.419942483488986	-3.1604258656821633	-3.3170502322198563	-3.1290497597203943	-3.3660324332203206	-3.2575734137550714	-3.3672010722528753	-3.313961334611707	-3.308878361569417	-3.304551133006055	-3.57509334371737	-3.2716820776721565	-3.3291029867163893	-3.125768537384975	-3.3215357134843972	-3.338321300405964
O43422	-3.2369164672469006	-3.190901263401953	-3.388141472627112	-3.3930796830149488	-3.3606296731452687	-3.231085647540052	-3.345565831524301	-3.2755698527693404	-3.4277957443085856	-3.391321242390594	-3.2069594712025253	-3.282894889529114	-3.4308381988856387	-3.2262811439564496	-3.34305317522203	-3.414334804559695	-3.194453345134052	-3.2364859989623085	-3.4261573365138367	-3.4954501650344123
O43426	-3.2702078242116994	-3.3943854337891435	-3.3156499956286183	-3.434404021792449	-3.2722107372895115	-3.4390442974700663	-3.1308525656466015	-3.3363305973946815	-3.224396611779054	-3.4353240377433067	-3.1706284407947054	-3.223837168553392	-3.172594508130863	-3.4081445448104932	-3.428337479287044	-3.160578585898156	-3.346083741273581	-3.6248234664922094	-3.5005685875494685	-3.260853540793601
O43427	-3.240548645880471	-3.3759653507491665	-3.3290200347703234	-3.3681560596603983	-3.2623413784657984	-3.4255660150653884	-3.312580005910533	-3.3183427420416685	-3.282682247077795	-3.313647022256512	-3.2189927206938127	-3.31159569627388	-3.1588125756163463	-3.3499782045948727	-3.524725256846858	-3.645698583295488	-3.1039861544594176	-3.290229737558099	-3.2631037374497964	-3.436493352570664
O43432	-3.2922307711540615	-3.3034050692268115	-3.3747056817604255	-3.3780851190915384	-3.338248400837094	-3.3788807217937	-3.256106934791068	-3.227951548999891	-3.305839070799015	-3.3731298276316064	-3.34183334371237	-3.3883777102945727	-3.156528503218204	-3.4242320478510795	-3.2692111367675016	-3.3657841734776346	-3.297140267261401	-3.442754192656461	-3.227919050503037	-3.3304675924073863
O43447	-3.362593549513364	-3.359731018112048	-3.29803432328137	-3.4444561011729324	-3.197397481532442	-3.2804951808528258	-3.293345150591686	-3.354157529093457	-3.2846256132972114	-3.35848300263522	-3.1629645298106666	-3.242589338725752	-3.1810845345294845	-3.2820226283103375	-3.856110559141983	-3.92362063016736	-3.190994407929102	-3.0572543519979893	-3.230948339856016	-3.343153337869236
O43463	-3.0982589698473446	-3.704258094873621	-3.033596117666121	-3.276118814023241	-2.905862739564773	-3.6279912570819217	-3.5929958923507197	-3.681056930973328	-3.0195089783679494	-3.596087344022031	-3.1311745177665435	-3.2608259786301694	-3.331499367814959	-3.730840953068309	-3.153220195641028	-3.1001526543234053	-3.221405579751904	-3.7751949059967966	-3.289154489200831	-3.3912973889485274
O43464	-3.542651670143622	-3.3709884752891353	-3.621259077433153	-3.3044894201491357	-3.697775178481245	-3.2529327773656456	-2.976471066547653	-2.9909515849398245	-3.334742019771614	-3.3057237004082007	-3.540163994567477	-3.328563101709679	-3.427282343188714	-3.047103804150088	-3.32464107704699	-3.0457467666612947	-3.6655002325179633	-3.301247928835343	-3.3816986090472567	-3.2729934799823464
O43488	-3.343442354899735	-3.268684838982324	-3.292121609834203	-3.23362667506143	-3.5654921367804286	-3.4528411225467317	-3.2586453638723043	-3.1563022347373857	-3.3868549669851564	-3.303553353456457	-3.264671163892073	-3.2800307837545697	-3.3236053535489747	-3.325178438916843	-3.352618385226221	-3.454107552449452	-3.3907789610997803	-3.2715749623115293	-3.3040435866941356	-3.264419575818463
O43491	-3.267381604024183	-3.291883169198514	-3.7432405820558694	-3.6913500766164846	-3.234854816535261	-3.360455442407777	-3.17524100075852	-2.9810776981669393	-3.3637533627336302	-3.2670490783565276	-3.3698639380060076	-3.297196558527139	-3.2808299595999157	-3.2283262376640343	-3.8802246386916193	-3.8260005947591424	-2.7520760307583534	-2.9582309663563224	-3.533174781440944	-3.473346604135699
O43493	-3.5566835688664633	-3.530018545543616	-3.18976608636346	-3.1359638610492655	-3.370566867948119	-3.2166687265059166	-3.366454294293966	-3.2481804811208854	-3.4174373826453905	-3.2509289669423103	-3.4958193744730965	-3.504058360084902	-3.550508233515541	-3.2570493309188766	-3.284935730731421	-3.045892290893472	-3.5566331882408613	-3.1086652072593366	-3.316732880428953	-3.206801372504931
O43513	-3.3858500802044156	-3.0447138920943906	-3.4136853825205766	-3.2068261978552015	-3.1693344573128104	-3.4172253793726672	-3.4263993590420605	-3.309588131619274	-3.5992002102468117	-3.3240562476589455	-2.9366963000426938	-3.6195762727361926	-3.1391389706203117	-2.870438558658286	-3.818963620003844	-4.269560772520668	-3.4624302457007996	-3.3508026594913725	-3.27870545899281	-3.0197780692547975
O43516	-3.219196870766969	-3.105755540155392	-3.533182210970195	-3.373159437157065	-3.296944146615721	-3.2908770396151392	-3.3480574241292245	-3.3210727934205573	-3.4370820666300284	-3.3357040309946373	-3.270861241807777	-3.323511477849427	-3.389601389373928	-3.4190289877514455	-3.363340869343943	-3.35609616062843	-3.223142744102406	-3.199985489252571	-3.350401975316072	-3.3391180919770926
O43557	-3.397439487344702	-3.153038381829373	-3.803681822741976	-3.5121707788986254	-3.0827546422680605	-3.2337036370253123	-3.2348221077307096	-3.2189394774613462	-3.114681286357768	-3.643598230076709	-3.4809162639667353	-3.463507291553202	-3.162341210749742	-3.155585124263392	-3.332705710422829	-3.1833382877967655	-3.3003407595342145	-3.321728191531325	-3.6187237529811784	-3.270925665634328
O43566	-3.5682947903865196	-3.3629608635579684	-3.252586766700857	-3.218790880173436	-3.34330318406928	-3.239616962333479	-3.3739584330145895	-3.3266471970273774	-3.21484485932985	-3.352085327131279	-3.567667363382273	-3.5990319545960556	-3.199351965650518	-3.0809279880409757	-3.2534294022572015	-3.1247854789073397	-3.4735385608756486	-3.355084680782812	-3.2750627620821287	-3.387919343647458
O43567	-3.446543509136128	-3.584968982449429	-3.3504364046843405	-3.210725139889126	-3.311396658569908	-3.172084909725933	-3.2698853680473863	-3.3064514301756542	-3.319490978554308	-3.2892959876042847	-3.3774829366521173	-3.5854024875772192	-3.2775218824806016	-3.4407148538765098	-2.76891393081413	-3.393222500366077	-3.5360285146840527	-3.1885452505994456	-3.441129085270115	-3.3900166207904863
O43572	-3.3352510418435153	-3.439839297737836	-3.38461361470196	-3.361212938697509	-3.351805133285075	-3.229863792233896	-3.2162812188116385	-3.314557797586361	-3.3020944636975655	-3.29801290825173	-3.266293466497181	-3.3223598914427295	-3.3323516452259727	-3.2708369758317275	-3.382903074434181	-3.5147760677389	-3.214092348111006	-3.406005292579061	-3.183337391742939	-3.355773192365464
O43583	-3.335818600752707	-3.336626599652729	-3.417709391626329	-3.4818627100918853	-3.288074053483231	-3.292254479738713	-3.3061788985328273	-3.2114951913231535	-3.3174749928600487	-3.250518061100129	-3.128422301637247	-3.242215698399673	-3.370134373904433	-3.31649106500277	-3.4594331151643902	-3.534949520829102	-3.327826348019709	-3.178749400265864	-3.4018368932247176	-3.306790094372038
O43586	-3.693670930593991	-3.737315640685006	-3.219149277229672	-3.362658388640974	-3.004630168620318	-2.910422938223873	-3.484384775048393	-3.5404009970213437	-3.1864465639459856	-3.3164170253893284	-3.016674363431365	-3.0906840208999244	-3.3123908327467464	-3.251485785703646	-3.265103090688815	-3.3693864535526283	-3.454395739845146	-3.490663340433587	-3.47576122093337	-3.5989700056789777
