uniprot_acc	M-D MOCK PBMCB	M-D MCM PBMCB	M-K MOCK PBMCB	M-K MCM PBMCB	P-A MOCK PBMCB	P-A MCM PBMCB	P-W MOCK PBMCB	P-W MCM PBMCB	all MOCK PBMCB	all MCM PBMCB	M-D MOCK TIBC	M-D MCM TIBC	M-K MOCK TIBC	M-K MCM TIBC	P-A MOCK TIBC	P-A MCM TIBC	P-W MOCK TIBC	P-W MCM TIBC	all MOCK TIBC	all MCM TIBC
Q9C0B0	-3.529796938122158	-3.3683918386514273	-3.882250046513412	-3.6505072467370088	-2.6660894563321453	-2.790855314967238	-3.5110931450025027	-3.5077609128257152	-3.3204793310379355	-3.4522738066003575	-3.3822815516828535	-3.2588687507023515	-3.382331916485402	-3.3131147220909796	-3.4067219379725517	-3.4306257653160523	-3.256308745838775	-3.1714999976364577	-3.3834659247648955	-3.2568388588883055
Q9C0B1	-3.296207808046641	-3.3078386671818087	-3.3430865491418125	-3.3153080441152967	-3.325748989079362	-3.3976680145286946	-3.3404716411734467	-3.2258317748879155	-3.350204461071065	-3.323010185271376	-3.159801194155132	-3.122850366090319	-3.3001753017018416	-3.382983519688241	-3.506621850542426	-3.536072671205127	-3.2734782393349633	-3.3011664291577683	-3.3545166008278477	-3.334767580734985
Q9C0B5	-3.314154181709765	-3.3969885480311732	-3.283798467711427	-3.4591907391163144	-3.2832025473481665	-3.574065810126074	-3.20526733868855	-3.251864456348011	-3.219085867091539	-3.272938177534587	-3.3484590739656253	-3.4302711882545105	-3.1520953572907797	-3.3360351505697303	-3.2587221466090543	-3.35638628023104	-3.2625793183111393	-3.3771913337831454	-3.293968266146102	-3.426307764289437
Q9C0B7	-3.3536323574645275	-3.3171382487361014	-2.997820921116679	-3.2263210320901083	-3.436959022084913	-3.45225975968381	-3.3168759824044303	-3.503018121686491	-3.2993848167996616	-3.381228669590324	-3.291015545979917	-3.2760562773653046	-3.2151667293159947	-3.263656160479276	-3.3735195992408937	-3.646156832603057	-3.3490225886760134	-3.3762454499562673	-3.2263821728154496	-3.24948215171565
Q9C0C2	-3.2954354557634815	-3.2297406530001895	-3.593261330982055	-3.5274386526674175	-3.396898180122675	-3.1257285516812936	-3.290572452704315	-3.3531627715107	-3.257856872470295	-3.212644695208759	-3.649810358368625	-3.5400482021953796	-3.341525680245007	-3.03566615700571	-3.22955769321432	-3.1570843251411285	-3.398085875068917	-3.0061916968794087	-3.5641209437270573	-3.455180028016269
Q9C0C7	-3.4358410324164113	-3.5149866668533765	-3.094503558659859	-3.222964268235692	-3.2649620992595216	-3.2944975956862232	-3.428215862686967	-3.467033193359454	-3.185159693555088	-3.3700034260537355	-3.5576691540997887	-3.4179799943276548	-3.04054203937699	-3.2882453812675183	-3.372242439126103	-3.275606432695388	-3.147455606271361	-3.3919689428014452	-3.2702787364590185	-3.53916515660426
Q9C0C9	-3.2875419633001717	-3.4112586540786385	-3.2664753919644864	-3.375380434241632	-3.1260313595303093	-3.3268149620144403	-3.345372773974593	-3.45473421155087	-3.2570788388821437	-3.3972336827493796	-3.2005792524122527	-3.367677980125243	-3.245483674665092	-3.60110287341132	-3.459135246768203	-3.6581551171895703	-2.9138914489993653	-3.2241140938001993	-3.2657444198884624	-3.4315127432010506
Q9C0D3	-3.709994365567539	-3.6128193402025848	-3.227842409122273	-3.1422550291782447	-3.0959450381195595	-3.282494596372257	-3.362318799411011	-3.361566431227131	-3.2779722827546656	-3.2585318341283713	-3.297865687177671	-3.3625799689656017	-3.250659607921244	-3.347856224873522	-3.612205496918324	-3.457540390862252	-3.1527848322409304	-3.2092849157586487	-3.3272108890490895	-3.2540606636717087
Q9C0E2	-3.3380785665131247	-3.442419531931242	-3.316545320102099	-3.3358811065424816	-3.244610669599865	-3.2734444589852187	-3.2624260668072056	-3.371907244618511	-3.3004685041781197	-3.3439215524858112	-3.227066044703195	-3.3347858850262995	-3.276771144029912	-3.306712576798668	-3.48398874304406	-3.605939280275173	-3.1827763592949903	-3.1786975550809653	-3.3141917694451872	-3.3622318699058797
Q9C0E8	-3.4353718697414584	-3.2752487228511047	-3.3353404389142085	-3.2093484721212393	-3.3298951563779355	-3.309838622269105	-3.409169704227074	-3.2976651336021217	-3.3495937540133687	-3.2811966097158356	-3.4474752053624944	-3.3262044183232575	-3.375989455121549	-3.067806683841838	-3.412182993048182	-3.2777991396765884	-3.4308185099261004	-3.308840413524041	-3.379788686489267	-3.233848465728527
Q9C0F1	-3.4676961356785254	-3.511427356735505	-3.2390493342069773	-3.3024996439417915	-3.0461155897088825	-3.2473314432414884	-3.508899315957296	-3.430872065346961	-3.305912327426754	-3.2298766487110067	-3.466074829636365	-3.279716088772256	-3.381316755424802	-3.2412202542983866	-3.4517731363910364	-3.42309631069707	-3.3385145347574996	-3.104966955572972	-3.298503981381918	-3.272633776887648
Q9C0H2	-3.3404372925501695	-3.234727575140868	-3.161121011123339	-3.272505522523667	-3.4231943446593207	-3.468509237851595	-3.3434548957095163	-3.336196249571212	-3.2444364782523714	-3.4242315443258	-3.483184408742089	-3.530573897611471	-3.380721737589123	-3.4441935149050114	-2.7193928391281417	-2.792362945569096	-3.7185048176079545	-3.744110904015772	-3.389042796288273	-3.412393830953469
Q9C0I1	-3.3299328611272423	-3.682923427664666	-3.444696999439562	-3.1784291688504687	-3.2870819924789862	-3.2606034442215637	-3.5087985085325455	-3.146611280281694	-3.1936645726153943	-3.2718348078411066	-3.3222178874028323	-3.185469895260743	-3.363992610749559	-3.149049046426481	-3.5507598876978954	-3.45507842286347	-3.4549028208537114	-3.2930394144303268	-3.3625420918642237	-3.14197413721091
Q9C0J8	-3.314879100383048	-3.3059478281090096	-3.363062447890438	-3.40322041326797	-3.270437603510836	-3.278829233369773	-3.308891854407266	-3.296221074489086	-3.344331738125961	-3.338532339919402	-3.4308649015519506	-3.428522741638284	-3.253497297442844	-3.321788260117628	-3.3295086727754843	-3.317332103873401	-3.211103029483247	-3.310688617542557	-3.2844570725251927	-3.346153141235965
Q9GZL7	-3.379046602142733	-3.47920242640852	-3.3244199179135396	-3.406400445569961	-3.243939923440191	-3.1915304052378466	-3.2702182902932018	-3.368919517992442	-3.263860108175302	-3.3146748722848285	-3.3098617914436552	-3.3824125996499803	-3.1279472128531847	-3.2434686609077525	-3.556745142427266	-3.552786900245434	-3.254009277995509	-3.1671732527550636	-3.3024251572644854	-3.3870159708106313
Q9GZM5	-3.195841807771902	-3.1622618358251353	-3.2267397504518933	-3.1892537809566552	-3.440071090870397	-3.4687612172920614	-3.4729109843731205	-3.4527300857291032	-3.322075628665428	-3.3383942901398225	-3.332070403054713	-3.2337177199465423	-3.3077324531102605	-3.3403588029876956	-3.318868484078536	-3.215255183700968	-3.4357182945286637	-3.439057004400298	-3.358996555504639	-3.255550669163271
Q9GZN1	-3.4794704686287106	-3.326321122502077	-3.2405465114813437	-3.439790804352841	-3.2608233987824735	-3.4248952613774524	-3.362807702100219	-3.193665691115395	-3.1815831551806	-3.3432650838980367	-3.377450790849834	-3.335820447312976	-3.2526210819813297	-3.381038677901525	-3.1439466370440408	-3.3467696396245277	-3.427144268890407	-3.3393219312298106	-3.337653650983066	-3.2973245283457207
Q9GZN8	-3.374932682878276	-3.523107980928141	-3.116911148451459	-3.3719705755606957	-3.1752605253665043	-3.507138343450668	-3.199748722394273	-3.3680153186233603	-3.213763699613727	-3.4323721778085625	-3.2292453126270484	-3.316227407131376	-3.065978338869585	-3.6600148858166217	-3.34979092483053	-3.667052546273073	-3.133376641732571	-3.4227026113517205	-3.145021944139324	-3.3602933616985764
Q9GZP1	-2.942696152178153	-3.288383105554329	-3.1923519434853302	-3.290354723281629	-3.145010516310503	-3.617381287500854	-3.6031496715932327	-3.245450513786692	-3.405310282981044	-3.656045651990788	-3.0687369314388886	-2.777648904106146	-3.1525552687619824	-3.471208701829272	-3.8193623177553224	-3.74715682244308	-3.3220292951355104	-3.6047497256347505	-3.1891711142876393	-3.3925706462994243
Q9GZP4	-3.438190284733671	-3.4702736951133573	-3.265838516692735	-3.3275604951916424	-3.346476320718649	-3.320355683166653	-3.269314380428944	-3.2538063807340185	-3.284136784101294	-3.2609952526487858	-3.1893400573343205	-3.2893080504798187	-3.1278252943279385	-3.2678111843757565	-3.632788625134416	-3.685231035784949	-3.3079140768095945	-3.210041508298346	-3.2810838270677776	-3.327744050628924
Q9GZP9	-3.209686203415317	-3.1767789977794005	-3.3366957804086264	-3.3221387441337993	-3.352550324625973	-3.4281872064933863	-3.453099369360487	-3.295748495437966	-3.3284072796314876	-3.338373268678177	-3.1248800060556614	-3.2561723461980403	-3.585428806481398	-3.478638252819137	-3.2533718947983297	-3.272062903670416	-3.3837908308837115	-3.381587701030598	-3.1768359348164172	-3.3662713937205635
Q9GZQ3	-3.2164526108160603	-3.495745757488592	-3.3212497148208064	-3.186738208396558	-3.2972649487531207	-3.207259324859481	-3.4249271224182962	-3.4787337218876817	-3.440134726198562	-3.198203075916348	-3.2786573137783144	-3.2579416800026113	-3.3124158182997996	-3.232419462491279	-3.437733103373931	-3.383858117020989	-3.3887942043068393	-3.3540732763778305	-3.4221366125912733	-3.175067279868771
Q9GZR1	-3.247166609592352	-3.414230787070199	-3.2978311665648814	-3.3674020229741077	-3.161431138953375	-3.334101184952811	-3.367188545111387	-3.479038753789262	-3.344261099676585	-3.233608574256579	-3.3013558972359074	-3.3924888597794345	-3.2243737307096767	-3.4927878382638884	-3.218316369154908	-3.3103564310097	-3.221066777618492	-3.3170474863372785	-3.3396984885905576	-3.4281374735446866
Q9GZR2	-3.475375209228761	-3.475505039650906	-3.2230825422298013	-3.3051549752732665	-3.353242112512231	-3.2579031194737453	-3.263071299735025	-3.316875484482963	-3.2489204674541754	-3.3243699695222766	-3.3698914130699182	-3.468004726291343	-3.2284557270868377	-3.2058505052946003	-3.381563007944299	-3.212343373574414	-3.3849458515093565	-3.327989494973019	-3.2905646982028953	-3.3736173214646437
Q9GZR7	-3.3682363186804816	-3.3545808282496066	-3.404447759191413	-3.3633939962474955	-3.2120693029848497	-3.1114582526631094	-3.4141886206326166	-3.4043582539690114	-3.3325109293581283	-3.2841978236874816	-3.4291382227284455	-3.411493622176352	-3.2618864127160148	-3.2703688198575156	-3.3063262902620436	-3.1456944571304204	-3.3147802962125987	-3.331884134747064	-3.3894407315952675	-3.381185959864266
Q9GZS1	-3.458857603238668	-3.577594466835259	-3.279778487896955	-3.3379674871183083	-3.1864921370548136	-3.244441224979944	-3.331164681529433	-3.378850575005947	-3.191566968387814	-3.277527016587883	-3.2993544612132104	-3.472697532651744	-3.0829275661593183	-3.260132971961778	-3.433842529597665	-3.431762313238531	-3.2648504427185823	-3.227058499829739	-3.320308462254658	-3.477109502253461
Q9GZS3	-3.3924430182372	-3.3850031765944313	-3.126918639782479	-3.181901524931506	-3.428653971258953	-3.381596704119945	-3.4132701329942083	-3.4008100911447685	-3.288162693841835	-3.256321623829175	-3.388317531389161	-3.103768506395012	-3.1559284446209954	-3.141164328262287	-4.039872438421352	-3.922067032275206	-3.4571027561076653	-3.192254451300182	-3.0793186366964957	-3.0942989075674334
Q9GZT3	-3.3880467933089298	-3.517921479781366	-3.226772447005528	-3.2426256702832505	-3.2434039884917083	-3.402864810291796	-3.262767552527383	-3.331632763581654	-3.305688545218482	-3.3229667100564355	-3.241687832705735	-3.28241107190947	-3.111209406759494	-3.258022638289867	-3.4298984218742596	-3.43507622350901	-3.414975978644401	-3.4538133471106907	-3.2597138371366636	-3.3721703447547915
Q9GZT4	-3.4652370629390727	-3.224817668298391	-3.339108530602738	-3.189831226927389	-3.4623152320602637	-3.2988093921164547	-3.4067628414175166	-3.363407043974778	-3.232726523339889	-3.2665630576308966	-3.582323543850921	-3.342931640527359	-3.137927520991772	-2.976673080352164	-3.407434776164433	-3.3351266156728396	-3.5449209285990824	-3.4217765477721107	-3.312833576293613	-3.260357660643602
Q9GZT6	-3.5193003091114115	-3.464401668220301	-3.309047139134101	-3.179940354741647	-3.602708896464288	-3.2613099974477757	-3.335357831605746	-3.0876342061510815	-3.3720011483018735	-3.1707258093987103	-3.579127911550125	-3.4927589613280894	-3.368027492345923	-2.8614398189085506	-3.4056392098529753	-3.2202751020260942	-3.718354382716388	-3.1677235845778307	-3.3895162891637147	-3.2015856961403424
Q9GZT8	-3.2710635012565907	-3.2755181556685775	-3.277407320159824	-3.3053849895305625	-3.303837209403004	-3.328937344474363	-3.442990167442957	-3.398770869947324	-3.267595190034095	-3.3588126416513204	-3.2569117758609964	-3.3657731860783344	-3.2858479165945065	-3.3548081120906392	-3.38941034590501	-3.43975134429701	-3.2493119601057465	-3.233026313099801	-3.2805813849602923	-3.3794538922558166
Q9GZT9	-3.293326771775865	-3.4001551797498193	-3.324785269491255	-3.518559504825032	-3.2805559793334047	-3.352168439813916	-3.387027237928382	-3.2081535842902444	-3.295809586576253	-3.187581054398113	-3.0232185229023703	-2.99137910961628	-3.3129431876027406	-3.3804944114232702	-3.846009297608302	-3.540983430370428	-3.066889768503267	-3.448947753594608	-3.406882176731469	-3.4118609131027067
Q9GZU8	-3.3320354125247404	-3.223715029196174	-3.303802950773439	-3.66653742973418	-3.139692233987537	-3.3673427588462044	-3.2532862469407333	-3.4244722857785788	-3.194210980985535	-3.380766098113405	-3.3609308135501546	-3.330291420254441	-3.22254019680833	-3.3415742558099435	-3.3970523823910943	-3.3786028196809	-3.152477865920459	-3.2308830985357444	-3.34513054565762	-3.489882199764247
Q9GZY4	-3.685119452344851	-3.2452002918841503	-3.4288287730420235	-3.083785027504196	-3.792266436333796	-3.369140761654354	-3.3143468198404933	-2.834699611685328	-3.5690248098342443	-3.1575649795985665	-3.767804606473542	-3.233826476895006	-3.5802134852497427	-3.121694342134644	-3.422721200257742	-2.8914516991028356	-3.583135479127967	-3.158893817487101	-3.526116866400339	-3.164015629617391
Q9GZY6	-3.3818731660360677	-3.4113300907749307	-3.2200523856022847	-3.358818507333985	-3.20082537135938	-3.457320555517198	-3.263977045970295	-3.3116693561631463	-3.2091021830461544	-3.4337620556280366	-3.2865234580430664	-3.41960035007459	-3.2378564252965214	-3.3264224560776343	-3.243892740314765	-3.4532700394265032	-3.048094949255407	-3.630129524365363	-3.2064963295024107	-3.4497744190968076
Q9GZY8	-3.429141512317305	-3.3047533135614504	-3.3484827020215175	-3.3159174012004335	-3.331361690224968	-3.275011830377446	-3.3236489912873854	-3.1654687318338817	-3.40576699014224	-3.3360331561159167	-3.523563890179836	-3.4698793697729675	-3.2128352813094416	-3.1761768255122353	-3.318063306467391	-3.0781470759881246	-3.570909282609155	-3.393593129949821	-3.319588166887512	-3.2356591054338524
Q9GZZ1	-3.3545309895106645	-3.485196489903978	-3.116875810239547	-3.3935078976741413	-3.1765019935139716	-3.3857946167362405	-3.2530988472585145	-3.4666760749593695	-3.230601844276044	-3.4058086740489597	-3.0882665569756886	-3.3813880939696785	-3.034558471810137	-3.4126226052685427	-3.7133790327947502	-3.8802522638226735	-3.1036482601216018	-3.328526938712313	-3.115703870252883	-3.3941414481455605
Q9GZZ9	-3.223321920133015	-3.1586161692304193	-3.305759106544098	-3.262264480028695	-3.432899645071777	-3.2226810239080814	-3.4779282554405406	-3.4556170852720554	-3.425360879481174	-3.294899389042537	-3.3247479581444663	-3.1768121684254393	-3.498065857634542	-3.3226934403199566	-3.5622545594539012	-3.533278549442913	-3.244784250815066	-3.1089565235095975	-3.3242293245244365	-3.199049450591458
Q9H000	-3.349955057458973	-3.292204817551813	-3.345538657948284	-3.2342741982726144	-3.514142410835571	-3.3398851778127545	-3.3318030078079826	-3.271667882155753	-3.30692430333469	-3.251485456880933	-3.466267265057121	-3.295994697359529	-3.258022237095895	-3.0624926074487617	-3.4852200470745185	-3.3412542743023206	-3.4325766548145897	-3.3131040029313303	-3.369092496177366	-3.24476179567334
